INDEX	Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	___ItemProbSum	___ItemProbTotal	___TreasureClassDropChance	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	___eol	
Act 1 (H) Uitem B	Act 1 (H) Uitem B	14	66	2	800	800	800	1024	10	Act 1 (H) Good	8	Act 1 (H) Equip B	39	Void	15		0		0		0		0		0		0		0							0	
Act 1 (H) Uitem C	Act 1 (H) Uitem C	14	68	2	800	800	800	1024	10	Act 1 (H) Good	8	Act 1 (H) Equip B	39	Void	15		0		0		0		0		0		0		0							0	
Act 2 (H) Uitem A	Act 2 (H) Uitem A	14	69	2	800	800	800	1024	10	Act 2 (H) Good	8	Act 2 (H) Equip A	39	Void	15		0		0		0		0		0		0		0							0	
Act 2 (H) Uitem B	Act 2 (H) Uitem B	14	71	2	800	800	800	1024	10	Act 2 (H) Good	8	Act 2 (H) Equip B	39	Void	15		0		0		0		0		0		0		0							0	
Act 2 (H) Uitem C	Act 2 (H) Uitem C	14	72	2	800	800	800	1024	10	Act 2 (H) Good	8	Act 2 (H) Equip B	39	Void	15		0		0		0		0		0		0		0							0	
Act 3 (H) Uitem A	Act 3 (H) Uitem A	14	74	2	800	800	800	1024	10	Act 3 (H) Good	8	Act 3 (H) Equip A	39	Void	15		0		0		0		0		0		0		0							0	
Act 3 (H) Uitem B	Act 3 (H) Uitem B	14	75	2	800	800	800	1024	10	Act 3 (H) Good	8	Act 3 (H) Equip B	39	Void	15		0		0		0		0		0		0		0							0	
Act 3 (H) Uitem C	Act 3 (H) Uitem C	14	77	2	800	800	800	1024	10	Act 3 (H) Good	8	Act 3 (H) Equip B	39	Void	15		0		0		0		0		0		0		0							0	
Act 4 (H) Uitem A	Act 4 (H) Uitem A	14	78	2	800	800	800	1024	10	Act 4 (H) Good	8	Act 4 (H) Equip A	39	Void	15		0		0		0		0		0		0		0							0	
Act 4 (H) Uitem B	Act 4 (H) Uitem B	14	80	2	800	800	800	1024	10	Act 4 (H) Good	8	Act 4 (H) Equip B	39	Void	15		0		0		0		0		0		0		0							0	
Act 5 (H) Uitem A	Act 5 (H) Uitem A	14	81	2	800	800	800	1024	10	Act 5 (H) Good	8	Act 5 (H) Equip A	39	Void	15		0		0		0		0		0		0		0							0	
Act 5 (H) Uitem B	Act 5 (H) Uitem B	14	83	2	800	800	800	1024	10	Act 5 (H) Good	8	Act 5 (H) Equip B	39	Void	15		0		0		0		0		0		0		0							0	
Act 5 (H) Uitem C	Act 5 (H) Uitem C	14	85	2	800	800	800	1024	10	Act 5 (H) Good	8	Act 5 (H) Equip C	39	Void	15		0		0		0		0		0		0		0							0	
Act 1 (H) LT Item	Act 1 (H) LT Item	14	68	1	800	800	800	1024	10	Act 1 (H) Good	8	Act 1 (H) Equip B	39	Void	15		0		0		0		0		0		0		0							0	
Act 2 (H) LT Item	Act 2 (H) LT Item	14	72	1	800	800	800	1024	10	Act 2 (H) Good	8	Act 2 (H) Equip B	39	Void	15		0		0		0		0		0		0		0							0	
Act 3 (H) LT Item	Act 3 (H) LT Item	14	77	1	800	800	800	1024	10	Act 3 (H) Good	8	Act 3 (H) Equip B	39	Void	15		0		0		0		0		0		0		0							0	
Act 4 (H) LT Item	Act 4 (H) LT Item	14	80	1	800	800	800	1024	10	Act 4 (H) Good	8	Act 4 (H) Equip B	39	Void	15		0		0		0		0		0		0		0							0	
Act 5 (H) LT Item	Act 5 (H) LT Item	14	85	1	800	800	800	1024	10	Act 5 (H) Good	8	Act 5 (H) Equip C	39	Void	15		0		0		0		0		0		0		0							0	
Act 1 Unique A	Act 1 Unique A	15	0	-2	0	0	0	0	10	Act 1 Uitem A	1	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 Unique B	Act 1 Unique B	15	5	-2	0	0	0	0	10	Act 1 Uitem B	1	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 Unique C	Act 1 Unique C	15	9	-2	0	0	0	0	10	Act 1 Uitem C	1	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 Unique A	Act 2 Unique A	15	12	-2	0	0	0	0	10	Act 2 Uitem A	1	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 Unique B	Act 2 Unique B	15	15	-2	0	0	0	0	10	Act 2 Uitem B	1	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 Unique C	Act 2 Unique C	15	18	-2	0	0	0	0	10	Act 2 Uitem C	1	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 Unique A	Act 3 Unique A	15	20	-2	0	0	0	0	10	Act 3 Uitem A	1	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 Unique B	Act 3 Unique B	15	22	-2	0	0	0	0	10	Act 3 Uitem B	1	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 Unique C	Act 3 Unique C	15	24	-2	0	0	0	0	10	Act 3 Uitem C	1	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 Unique A	Act 4 Unique A	15	26	-2	0	0	0	0	10	Act 4 Uitem A	1	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 Unique B	Act 4 Unique B	15	29	-2	0	0	0	0	10	Act 4 Uitem B	1	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 Unique A	Act 5 Unique A	15	32	-2	0	0	0	0	10	Act 5 Uitem A	1	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 Unique B	Act 5 Unique B	15	34	-2	0	0	0	0	10	Act 5 Uitem B	1	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 Unique C	Act 5 Unique C	15	36	-2	0	0	0	0	10	Act 5 Uitem C	1	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (N) Unique A	Act 1 (N) Unique A	15	38	-2	0	0	0	0	10	Act 1 (N) Uitem A	1	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (N) Unique B	Act 1 (N) Unique B	15	40	-2	0	0	0	0	10	Act 1 (N) Uitem B	1	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (N) Unique C	Act 1 (N) Unique C	15	41	-2	0	0	0	0	10	Act 1 (N) Uitem C	1	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (N) Unique A	Act 2 (N) Unique A	15	42	-2	0	0	0	0	10	Act 2 (N) Uitem A	1	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (N) Unique B	Act 2 (N) Unique B	15	44	-2	0	0	0	0	10	Act 2 (N) Uitem B	1	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (N) Unique C	Act 2 (N) Unique C	15	45	-2	0	0	0	0	10	Act 2 (N) Uitem C	1	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (N) Unique A	Act 3 (N) Unique A	15	46	-2	0	0	0	0	10	Act 3 (N) Uitem A	1	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (N) Unique B	Act 3 (N) Unique B	15	48	-2	0	0	0	0	10	Act 3 (N) Uitem B	1	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (N) Unique C	Act 3 (N) Unique C	15	50	-2	0	0	0	0	10	Act 3 (N) Uitem C	1	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 (N) Unique A	Act 4 (N) Unique A	15	51	-2	0	0	0	0	10	Act 4 (N) Uitem A	1	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 (N) Unique B	Act 4 (N) Unique B	15	54	-2	0	0	0	0	10	Act 4 (N) Uitem B	1	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 (N) Unique A	Act 5 (N) Unique A	15	57	-2	0	0	0	0	10	Act 5 (N) Uitem A	1	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 (N) Unique B	Act 5 (N) Unique B	15	60	-2	0	0	0	0	10	Act 5 (N) Uitem B	1	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 (N) Unique C	Act 5 (N) Unique C	15	62	-2	0	0	0	0	10	Act 5 (N) Uitem C	1	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (H) Unique A	Act 1 (H) Unique A	15	63	-3	0	0	0	0	10	Act 1 (H) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (H) Unique B	Act 1 (H) Unique B	15	66	-3	0	0	0	0	10	Act 1 (H) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (H) Unique C	Act 1 (H) Unique C	15	68	-3	0	0	0	0	10	Act 1 (H) Uitem C	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (H) Unique A	Act 2 (H) Unique A	15	69	-3	0	0	0	0	10	Act 2 (H) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (H) Unique B	Act 2 (H) Unique B	15	71	-3	0	0	0	0	10	Act 2 (H) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (H) Unique C	Act 2 (H) Unique C	15	72	-3	0	0	0	0	10	Act 2 (H) Uitem C	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (H) Unique A	Act 3 (H) Unique A	15	74	-3	0	0	0	0	10	Act 3 (H) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (H) Unique B	Act 3 (H) Unique B	15	75	-3	0	0	0	0	10	Act 3 (H) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (H) Unique C	Act 3 (H) Unique C	15	77	-3	0	0	0	0	10	Act 3 (H) Uitem C	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 (H) Unique A	Act 4 (H) Unique A	15	78	-3	0	0	0	0	10	Act 4 (H) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 (H) Unique B	Act 4 (H) Unique B	15	80	-3	0	0	0	0	10	Act 4 (H) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 (H) Unique A	Act 5 (H) Unique A	15	81	-3	0	0	0	0	10	Act 5 (H) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 (H) Unique B	Act 5 (H) Unique B	15	83	-3	0	0	0	0	10	Act 5 (H) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 (H) Unique C	Act 5 (H) Unique C	15	85	-3	0	0	0	0	10	Act 5 (H) Uitem C	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 Super A	Act 1 Super A	18	0	-3	800	800	972	1024	0	Act 1 Uitem A	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 Super B	Act 1 Super B	18	5	-3	800	800	972	1024	0	Act 1 Uitem B	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 Super C	Act 1 Super C	18	9	-3	800	800	972	1024	0	Act 1 Uitem C	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 Super A	Act 2 Super A	18	12	-3	800	800	972	1024	0	Act 2 Uitem A	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 Super B	Act 2 Super B	18	15	-3	800	800	972	1024	0	Act 2 Uitem B	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 Super C	Act 2 Super C	18	18	-3	800	800	972	1024	0	Act 2 Uitem C	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 Super A	Act 3 Super A	18	20	-3	800	800	972	1024	0	Act 3 Uitem A	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 Super B	Act 3 Super B	18	22	-3	800	800	972	1024	0	Act 3 Uitem B	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 Super C	Act 3 Super C	18	24	-3	800	800	972	1024	0	Act 3 Uitem C	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 Super A	Act 4 Super A	18	26	-3	800	800	972	1024	0	Act 4 Uitem A	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 Super B	Act 4 Super B	18	29	-3	800	800	972	1024	0	Act 4 Uitem B	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 Super C	Act 4 Super C	18	32	-3	800	800	972	1024	0	Act 4 Uitem B	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 Super A	Act 5 Super A	18	34	-3	800	800	972	1024	0	Act 5 Uitem A	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 Super B	Act 5 Super B	18	36	-3	800	800	972	1024	0	Act 5 Uitem B	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 Super C	Act 5 Super C	18	38	-3	800	800	972	1024	0	Act 5 Uitem C	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (N) Super A	Act 1 (N) Super A	18	40	-3	800	800	972	1024	0	Act 1 (N) Uitem A	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (N) Super B	Act 1 (N) Super B	18	41	-3	800	800	972	1024	0	Act 1 (N) Uitem B	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (N) Super C	Act 1 (N) Super C	18	42	-3	800	800	972	1024	0	Act 1 (N) Uitem C	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (N) Super A	Act 2 (N) Super A	18	44	-3	800	800	972	1024	0	Act 2 (N) Uitem A	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (N) Super B	Act 2 (N) Super B	18	45	-3	800	800	972	1024	0	Act 2 (N) Uitem B	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (N) Super C	Act 2 (N) Super C	18	46	-3	800	800	972	1024	0	Act 2 (N) Uitem C	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (N) Super A	Act 3 (N) Super A	18	48	-3	800	800	972	1024	0	Act 3 (N) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (N) Super B	Act 3 (N) Super B	18	50	-3	800	800	972	1024	0	Act 3 (N) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (N) Super C	Act 3 (N) Super C	18	51	-3	800	800	972	1024	0	Act 3 (N) Uitem C	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 (N) Super A	Act 4 (N) Super A	18	54	-3	800	800	972	1024	0	Act 4 (N) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 (N) Super B	Act 4 (N) Super B	18	57	-3	800	800	972	1024	0	Act 4 (N) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 (N) Super C	Act 4 (N) Super C	18	60	-3	800	800	972	1024	0	Act 4 (N) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 (N) Super A	Act 5 (N) Super A	18	62	-3	800	800	972	1024	0	Act 5 (N) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 (N) Super B	Act 5 (N) Super B	18	63	-3	800	800	972	1024	0	Act 5 (N) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 (N) Super C	Act 5 (N) Super C	18	66	-3	800	800	972	1024	0	Act 5 (N) Uitem C	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (H) Super A	Act 1 (H) Super A	18	67	-3	800	800	972	1024	0	Act 1 (H) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (H) Super B	Act 1 (H) Super B	18	67	-3	800	800	972	1024	0	Act 1 (H) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (H) Super C	Act 1 (H) Super C	18	68	-3	800	800	972	1024	0	Act 1 (H) Uitem C	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (H) Super A	Act 2 (H) Super A	18	68	-3	800	800	972	1024	0	Act 2 (H) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (H) Super B	Act 2 (H) Super B	18	69	-3	800	800	972	1024	0	Act 2 (H) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (H) Super C	Act 2 (H) Super C	18	72	-3	800	800	972	1024	0	Act 2 (H) Uitem C	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (H) Super A	Act 3 (H) Super A	18	73	-3	800	800	972	1024	0	Act 3 (H) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (H) Super B	Act 3 (H) Super B	18	75	-3	800	800	972	1024	0	Act 3 (H) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (H) Super C	Act 3 (H) Super C	18	78	-3	800	800	972	1024	0	Act 3 (H) Uitem C	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 (H) Super A	Act 4 (H) Super A	18	81	-3	800	800	972	1024	0	Act 4 (H) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 (H) Super B	Act 4 (H) Super B	18	84	-3	800	800	972	1024	0	Act 4 (H) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 (H) Super C	Act 4 (H) Super C	18	87	-3	800	800	972	1024	0	Act 4 (H) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 (H) Super A	Act 5 (H) Super A	18	90	-3	800	800	972	1024	0	Act 5 (H) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 (H) Super B	Act 5 (H) Super B	18	93	-3	800	800	972	1024	0	Act 5 (H) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 (H) Super C	Act 5 (H) Super C	18	96	-3	800	800	972	1024	0	Act 5 (H) Uitem C	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 Super Ax	Act 1 Super Ax	19	0	-3	512	654	972	1024	0	Act 1 Uitem A	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 Super Bx	Act 1 Super Bx	19	5	-3	512	654	972	1024	0	Act 1 Uitem B	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 Super Cx	Act 1 Super Cx	19	9	-3	512	654	972	1024	0	Act 1 Uitem C	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 Super Ax	Act 2 Super Ax	19	12	-3	512	654	972	1024	0	Act 2 Uitem A	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 Super Bx	Act 2 Super Bx	19	15	-3	512	654	972	1024	0	Act 2 Uitem B	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 Super Cx	Act 2 Super Cx	19	18	-3	512	654	972	1024	0	Act 2 Uitem C	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 Super Ax	Act 3 Super Ax	19	20	-3	512	654	972	1024	0	Act 3 Uitem A	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 Super Bx	Act 3 Super Bx	19	22	-3	512	654	972	1024	0	Act 3 Uitem B	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 Super Cx	Act 3 Super Cx	19	24	-3	512	654	972	1024	0	Act 3 Uitem C	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 Super Ax	Act 4 Super Ax	19	26	-3	512	654	972	1024	0	Act 4 Uitem A	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 Super Bx	Act 4 Super Bx	19	29	-3	512	654	972	1024	0	Act 4 Uitem B	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 Super Cx	Act 4 Super Cx	19	32	-3	512	654	972	1024	0	Act 4 Uitem B	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 Super Ax	Act 5 Super Ax	19	34	-3	512	654	972	1024	0	Act 5 Uitem A	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 Super Bx	Act 5 Super Bx	19	36	-3	512	654	972	1024	0	Act 5 Uitem B	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 Super Cx	Act 5 Super Cx	19	38	-3	512	654	972	1024	0	Act 5 Uitem C	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 LT	Act 1 LT	40	9	-3	512	654	972	1024	0	Act 1 LT Item	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 LT	Act 2 LT	40	18	-3	512	654	972	1024	0	Act 2 LT Item	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 LT	Act 3 LT	40	24	-3	512	654	972	1024	0	Act 3 LT Item	2	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 LT	Act 4 LT	40	32	-3	512	654	972	1024	0	Act 4 LT Item	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 LT	Act 5 LT	40	38	-3	512	654	972	1024	0	Act 5 LT Item	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 LT Swarm	Act 1 LT Swarm	41	9	-2	512	654	972	1024	0	Act 1 LT Item	1	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 LT Swarm	Act 2 LT Swarm	41	18	-2	512	654	972	1024	0	Act 2 LT Item	1	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 LT Swarm	Act 3 LT Swarm	41	24	-2	512	654	972	1024	0	Act 3 LT Item	1	Normal Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 LT Swarm	Act 4 LT Swarm	41	32	-2	512	654	972	1024	0	Act 4 LT Item	1	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 LT Swarm	Act 5 LT Swarm	41	38	-2	512	654	972	1024	0	Act 5 LT Item	1	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (N) Super Ax	Act 1 (N) Super Ax	19	40	-3	512	654	972	1024	0	Act 1 (N) Uitem A	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (N) Super Bx	Act 1 (N) Super Bx	19	41	-3	512	654	972	1024	0	Act 1 (N) Uitem B	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (N) Super Cx	Act 1 (N) Super Cx	19	42	-3	512	654	972	1024	0	Act 1 (N) Uitem C	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (N) Super Ax	Act 2 (N) Super Ax	19	44	-3	512	654	972	1024	0	Act 2 (N) Uitem A	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (N) Super Bx	Act 2 (N) Super Bx	19	45	-3	512	654	972	1024	0	Act 2 (N) Uitem B	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (N) Super Cx	Act 2 (N) Super Cx	19	46	-3	512	654	972	1024	0	Act 2 (N) Uitem C	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (N) Super Ax	Act 3 (N) Super Ax	19	48	-3	512	654	972	1024	0	Act 3 (N) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (N) Super Bx	Act 3 (N) Super Bx	19	50	-3	512	654	972	1024	0	Act 3 (N) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (N) Super Cx	Act 3 (N) Super Cx	19	51	-3	512	654	972	1024	0	Act 3 (N) Uitem C	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 (N) Super Ax	Act 4 (N) Super Ax	19	54	-3	512	654	972	1024	0	Act 4 (N) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 (N) Super Bx	Act 4 (N) Super Bx	19	57	-3	512	654	972	1024	0	Act 4 (N) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 (N) Super Cx	Act 4 (N) Super Cx	19	60	-3	512	654	972	1024	0	Act 4 (N) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 (N) Super Ax	Act 5 (N) Super Ax	19	62	-3	512	654	972	1024	0	Act 5 (N) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 (N) Super Bx	Act 5 (N) Super Bx	19	63	-3	512	654	972	1024	0	Act 5 (N) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 (N) Super Cx	Act 5 (N) Super Cx	19	66	-3	512	654	972	1024	0	Act 5 (N) Uitem C	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (N) LT	Act 1 (N) LT	40	42	-3	512	654	972	1024	0	Act 1 (N) LT Item	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (N) LT	Act 2 (N) LT	40	46	-3	512	654	972	1024	0	Act 2 (N) LT Item	2	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (N) LT	Act 3 (N) LT	40	51	-3	512	654	972	1024	0	Act 3 (N) LT Item	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 (N) LT	Act 4 (N) LT	40	60	-3	512	654	972	1024	0	Act 4 (N) LT Item	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 (N) LT	Act 5 (N) LT	40	66	-3	512	654	972	1024	0	Act 5 (N) LT Item	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (N) LT Swarm	Act 1 (N) LT Swarm	41	42	-2	512	654	972	1024	0	Act 1 (N) LT Item	1	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (N) LT Swarm	Act 2 (N) LT Swarm	41	46	-2	512	654	972	1024	0	Act 2 (N) LT Item	1	Good Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (N) LT Swarm	Act 3 (N) LT Swarm	41	51	-2	512	654	972	1024	0	Act 3 (N) LT Item	1	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 4 (N) LT Swarm	Act 4 (N) LT Swarm	41	60	-2	512	654	972	1024	0	Act 4 (N) LT Item	1	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 5 (N) LT Swarm	Act 5 (N) LT Swarm	41	66	-2	512	654	972	1024	0	Act 5 (N) LT Item	1	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (H) Super Ax	Act 1 (H) Super Ax	19	67	-3	512	654	972	1024	0	Act 1 (H) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (H) Super Bx	Act 1 (H) Super Bx	19	67	-3	512	654	972	1024	0	Act 1 (H) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 1 (H) Super Cx	Act 1 (H) Super Cx	19	68	-3	512	654	972	1024	0	Act 1 (H) Uitem C	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (H) Super Ax	Act 2 (H) Super Ax	19	68	-3	512	654	972	1024	0	Act 2 (H) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (H) Super Bx	Act 2 (H) Super Bx	19	69	-3	512	654	972	1024	0	Act 2 (H) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 2 (H) Super Cx	Act 2 (H) Super Cx	19	72	-3	512	654	972	1024	0	Act 2 (H) Uitem C	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (H) Super Ax	Act 3 (H) Super Ax	19	73	-3	512	654	972	1024	0	Act 3 (H) Uitem A	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
Act 3 (H) Super Bx	Act 3 (H) Super Bx	19	75	-3	512	654	972	1024	0	Act 3 (H) Uitem B	2	Super Potion	1		0		0		0		0		0		0		0		0							0	
