INDEX	Name	___ Description	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	multiply	add	code	mod1code__STR	mod1param__STR	mod2code__STR	mod2param__STR	mod3code__STR	mod3param__STR	itype1__STR	itype2__STR	itype3__STR	itype4__STR	itype5__STR	itype6__STR	itype7__STR	etype1__STR	etype2__STR	etype3__STR	etype4__STR	etype5__STR	
551	of Ice Blasts	#% Chance to cast level # [Skill] on striking	100	1	1	32		32		sor	6	1	78	127	45	7	12	-1	0	0	0	-1	0	0	0		45	10	75	0	0	0	0	0	0	0	0	0	0	0	of Ice Blasts	hit-skill	45		0		0	weap	ring	circ										
552	of Fire Balls	#% Chance to cast level # [Skill] on striking	100	1	1	18	32	18		sor	12	1	78	127	47	5	5	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Fire Balls	hit-skill	47		0		0	weap												
553	of Fire Balls	#% Chance to cast level # [Skill] on striking	100	1	1	32		32		sor	12	1	78	127	47	5	19	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Fire Balls	hit-skill	47		0		0	weap												
554	of Novas	#% Chance to cast level # [Skill] on striking	100	1	1	28	60	32		sor	12	1	78	127	48	6	9	-1	0	0	0	-1	0	0	0		45	51	0	0	0	0	0	0	0	0	0	0	0	0	of Novas	hit-skill	48		0		0	weap	shld											
555	of Novas	#% Chance to cast level # [Skill] on striking	100	1	1	60		60		sor	12	1	78	127	48	6	21	-1	0	0	0	-1	0	0	0		45	51	0	0	0	0	0	0	0	0	0	0	0	0	of Novas	hit-skill	48		0		0	weap	shld											
556	of Lightning	#% Chance to cast level # [Skill] on striking	100	1	1	48		48		sor	12	1	78	127	49	8	14	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Lightning	hit-skill	49		0		0	weap												
557	of Fire Walls	#% Chance to cast level # [Skill] on striking	100	1	1	24	45	24		sor	18	1	78	127	51	4	7	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Fire Walls	hit-skill	51		0		0	weap												
558	of Fire Walls	#% Chance to cast level # [Skill] on striking	100	1	1	45		45		sor	18	1	78	127	51	6	14	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Fire Walls	hit-skill	51		0		0	weap												
559	of Chain Lightning	#% Chance to cast level # [Skill] on striking	100	1	1	46		46		sor	18	1	78	127	53	6	16	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Chain Lightning	hit-skill	53		0		0	weap												
560	of Glacial Spikes	#% Chance to cast level # [Skill] on striking	100	1	1	18	40	18		sor	18	1	78	127	55	6	2	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Glacial Spikes	hit-skill	55		0		0	weap												
561	of Glacial Spikes	#% Chance to cast level # [Skill] on striking	100	1	1	40		40		sor	18	1	78	127	55	7	11	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Glacial Spikes	hit-skill	55		0		0	weap												
562	of Meteors	#% Chance to cast level # [Skill] on striking	100	1	1	32	62	32		sor	24	1	78	127	56	4	7	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Meteors	hit-skill	56		0		0	weap												
563	of Meteors	#% Chance to cast level # [Skill] on striking	100	1	1	62		62		sor	24	1	78	127	56	5	19	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Meteors	hit-skill	56		0		0	weap												
564	of Blizzards	#% Chance to cast level # [Skill] on striking	100	1	1	29	57	29		sor	24	1	78	127	59	9	6	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Blizzards	hit-skill	59		0		0	weap												
565	of Blizzards	#% Chance to cast level # [Skill] on striking	100	1	1	57		57		sor	24	1	78	127	59	5	18	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Blizzards	hit-skill	59		0		0	weap												
566	of Hydras	#% Chance to cast level # [Skill] on striking	100	1	1	34	80	34		sor	30	1	78	127	62	3	3	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Hydras	hit-skill	62		0		0	weap												
567	of Hydras	#% Chance to cast level # [Skill] on striking	100	1	1	80		80		sor	30	1	78	127	62	2	21	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Hydras	hit-skill	62		0		0	weap												
568	of Frozen Orbs	#% Chance to cast level # [Skill] on striking	100	1	1	48		48		sor	30	1	78	127	64	7	12	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Frozen Orbs	hit-skill	64		0		0	weap												
569	of Amplify Damage	#% Chance to cast level # [Skill] on striking	100	1	1	1	35	1		nec	1	1	78	127	66	4	2	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Amplify Damage	hit-skill	66		0		0	weap	head											
570	of Amplify Damage	#% Chance to cast level # [Skill] on striking	100	1	1	35		35		nec	1	1	78	127	66	5	9	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Amplify Damage	hit-skill	66		0		0	weap	head											
571	of Teeth	#% Chance to cast level # [Skill] on striking	100	1	1	1	18	4		nec	1	1	78	127	67	10	4	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Teeth	hit-skill	67		0		0	weap	head											
572	of Dim Vision	#% Chance to cast level # [Skill] on striking	100	1	1	24		24		nec	6	1	78	127	71	5	9	-1	0	0	0	-1	0	0	0		10	75	69	45	0	0	0	0	0	0	0	0	0	0	of Dim Vision	hit-skill	71		0		0	ring	circ	head	weap									
573	of Weaken	#% Chance to cast level # [Skill] on striking	100	1	1	24		24		nec	6	1	78	127	72	5	10	-1	0	0	0	-1	0	0	0		45	16	69	0	0	0	0	0	0	0	0	0	0	0	of Weaken	hit-skill	72		0		0	weap	glov	head										
574	of Corpse Explosions	#% Chance to cast level # [Skill] on striking	100	1	1	30		30		nec	6	1	78	127	74	4	11	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Corpse Explosions	hit-skill	74		0		0	weap	head											
575	of Iron Maiden	#% Chance to cast level # [Skill] on striking	100	1	1	30		30		nec	12	1	78	127	76	5	8	-1	0	0	0	-1	0	0	0		51	45	69	0	0	0	0	0	0	0	0	0	0	0	of Iron Maiden	hit-skill	76		0		0	shld	weap	head										
576	of Terror	#% Chance to cast level # [Skill] on striking	100	1	1	24		24		nec	12	1	78	127	77	4	7	-1	0	0	0	-1	0	0	0		51	45	69	0	0	0	0	0	0	0	0	0	0	0	of Terror	hit-skill	77		0		0	shld	weap	head										
577	of Confusion	#% Chance to cast level # [Skill] on striking	100	1	1	22		22		nec	18	1	78	127	81	7	5	-1	0	0	0	-1	0	0	0		10	75	69	45	0	0	0	0	0	0	0	0	0	0	of Confusion	hit-skill	81		0		0	ring	circ	head	weap									
578	of Life Tap	#% Chance to cast level # [Skill] on striking	100	1	1	32		32		nec	18	1	78	127	82	8	7	-1	0	0	0	-1	0	0	0		45	10	69	0	0	0	0	0	0	0	0	0	0	0	of Life Tap	hit-skill	82		0		0	weap	ring	head										
579	of Poison Explosion	#% Chance to cast level # [Skill] on striking	100	1	1	27		27		nec	18	1	78	127	83	4	9	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Poison Explosion	hit-skill	83		0		0	weap	head											
580	of Bone Spears	#% Chance to cast level # [Skill] on striking	100	1	1	30		30		nec	18	1	78	127	84	4	11	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Bone Spears	hit-skill	84		0		0	weap	head											
581	of Decrepification	#% Chance to cast level # [Skill] on striking	100	1	1	38		38		nec	24	1	78	127	87	6	9	-1	0	0	0	-1	0	0	0		45	51	69	0	0	0	0	0	0	0	0	0	0	0	of Decrepification	hit-skill	87		0		0	weap	shld	head										
582	of Bone Imprisonment	#% Chance to cast level # [Skill] on striking	100	1	1	30		30		nec	24	1	78	127	88	5	5	-1	0	0	0	-1	0	0	0		45	10	69	0	0	0	0	0	0	0	0	0	0	0	of Bone Imprisonment	hit-skill	88		0		0	weap	ring	head										
583	of Lower Resistance	#% Chance to cast level # [Skill] on striking	100	1	1	45		45		nec	30	1	78	127	91	6	13	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Lower Resistance	hit-skill	91		0		0	weap	head											
584	of Poison Novas	#% Chance to cast level # [Skill] on striking	100	1	1	55		55		nec	30	1	78	127	92	5	22	-1	0	0	0	-1	0	0	0		45	16	69	0	0	0	0	0	0	0	0	0	0	0	of Poison Novas	hit-skill	92		0		0	weap	glov	head										
585	of Bone Spirits	#% Chance to cast level # [Skill] on striking	100	1	1	48		48		nec	30	1	78	127	93	4	18	-1	0	0	0	-1	0	0	0		12	75	69	45	0	0	0	0	0	0	0	0	0	0	of Bone Spirits	hit-skill	93		0		0	amul	circ	head	weap									
586	of Revivification	#% Chance to cast level # [Skill] on striking	100	1	1	51		51		nec	30	1	78	127	95	3	8	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Revivification	hit-skill	95		0		0	weap	head											
587	of Firestorms	#% Chance to cast level # [Skill] on striking	100	1	1	1	18	1		dru	1	1	78	127	225	12	4	-1	0	0	0	-1	0	0	0		46	0	0	0	0	0	0	0	0	0	0	0	0	0	of Firestorms	hit-skill	225		0		0	mele												
588	of Firestorms	#% Chance to cast level # [Skill] on striking	100	1	1	18	36	18		dru	1	1	78	127	225	6	12	-1	0	0	0	-1	0	0	0		46	0	0	0	0	0	0	0	0	0	0	0	0	0	of Firestorms	hit-skill	225		0		0	mele												
589	of Molten Boulders	#% Chance to cast level # [Skill] on striking	100	1	1	18		18		dru	6	1	78	127	229	4	9	-1	0	0	0	-1	0	0	0		46	0	0	0	0	0	0	0	0	0	0	0	0	0	of Molten Boulders	hit-skill	229		0		0	mele												
590	of Eruption	#% Chance to cast level # [Skill] on striking	100	1	1	36		36		dru	12	1	78	127	234	5	21	-1	0	0	0	-1	0	0	0		46	0	0	0	0	0	0	0	0	0	0	0	0	0	of Eruption	hit-skill	234		0		0	mele												
591	of Twister	#% Chance to cast level # [Skill] on striking	100	1	1	24	48	24		dru	18	1	78	127	240	7	7	-1	0	0	0	-1	0	0	0		46	12	75	0	0	0	0	0	0	0	0	0	0	0	of Twister	hit-skill	240		0		0	mele	amul	circ										
592	of Volcano	#% Chance to cast level # [Skill] on striking	100	1	1	48		48		dru	24	1	78	127	244	3	22	-1	0	0	0	-1	0	0	0		46	0	0	0	0	0	0	0	0	0	0	0	0	0	of Volcano	hit-skill	244		0		0	mele												
593	of Tornado	#% Chance to cast level # [Skill] on striking	100	1	1	36		36		dru	24	1	78	127	245	7	12	-1	0	0	0	-1	0	0	0		46	12	75	0	0	0	0	0	0	0	0	0	0	0	of Tornado	hit-skill	245		0		0	mele	amul	circ										
594	of Armageddon	#% Chance to cast level # [Skill] on striking	100	1	1	60		60		dru	30	1	78	127	249	3	24	-1	0	0	0	-1	0	0	0		46	0	0	0	0	0	0	0	0	0	0	0	0	0	of Armageddon	hit-skill	249		0		0	mele												
595	of Cloak of Shadows2	#% Chance to cast level # [Skill] on striking	100	1	1	18		18		ass	18	1	78	127	264	5	3	-1	0	0	0	-1	0	0	0		12	46	0	0	0	0	0	0	0	0	0	0	0	0	of Cloak of Shadows2	hit-skill	264		0		0	amul	mele											
596	of Mind Blasting2	#% Chance to cast level # [Skill] on striking	100	1	1	30		30		ass	24	1	78	127	273	3	7	-1	0	0	0	-1	0	0	0		104	46	0	0	0	0	0	0	0	0	0	0	0	0	of Mind Blasting2	hit-skill	273		0		0	helm	mele											
597	of Inner Sight	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	6		6		ama	1	4	79	235	8	100	17	-1	0	0	0	-1	0	0	0		12	60	75	16	0	0	0	0	0	0	0	0	0	0	of Inner Sight	levelup-skill	Inner Sight		0		0	amul	amaz	circ	glov									
598	of Enchantment	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	18		18		sor	18	4	79	235	52	100	27	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Enchantment	levelup-skill	Enchant		0		0	weap												
599	of Thunder Storm	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	24		24		sor	24	4	79	235	57	100	24	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Thunder Storm	levelup-skill	Thunder Storm		0		0	weap												
600	of Chilling Armor	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	24		24		sor	24	4	79	235	60	100	17	-1	0	0	0	-1	0	0	0		45	3	0	0	0	0	0	0	0	0	0	0	0	0	of Chilling Armor	levelup-skill	Chilling Armor		0		0	weap	tors											
601	of Bone Armor	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	20		20		nec	1	4	79	235	68	100	20	-1	0	0	0	-1	0	0	0		45	3	69	0	0	0	0	0	0	0	0	0	0	0	of Bone Armor	levelup-skill	Bone Armor		0		0	weap	tors	head										
602	of Shouting	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	6		6		bar	6	4	79	235	138	100	9	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of Shouting	levelup-skill	Shout		0		0	phlm	mele											
603	of Shouting	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	36		36		bar	6	4	79	235	138	100	20	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of Shouting	levelup-skill	Shout		0		0	phlm	mele											
604	of Battle Orders	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	30		30		bar	24	4	79	235	149	100	7	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of Battle Orders	levelup-skill	Battle Orders		0		0	phlm	mele											
605	of Battle Orders	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	55		55		bar	24	4	79	235	149	100	39	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of Battle Orders	levelup-skill	Battle Orders		0		0	phlm	mele											
606	of Battle Command	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	39		39		bar	30	4	79	235	155	100	28	-1	0	0	0	-1	0	0	0		71	46	0	0	0	0	0	0	0	0	0	0	0	0	of Battle Command	levelup-skill	Battle Command		0		0	phlm	mele											
607	of Cyclone Armor	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	24		24		dru	12	4	79	235	235	100	24	-1	0	0	0	-1	0	0	0		46	3	0	0	0	0	0	0	0	0	0	0	0	0	of Cyclone Armor	levelup-skill	Cyclone Armor		0		0	mele	tors											
608	of Hurricane	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	55		55		dru	30	4	79	235	250	100	22	-1	0	0	0	-1	0	0	0		46	12	75	0	0	0	0	0	0	0	0	0	0	0	of Hurricane	levelup-skill	Hurricane		0		0	mele	amul	circ										
609	of Burst of Speed2	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	6		6		ass	6	4	79	235	258	100	4	-1	0	0	0	-1	0	0	0		15	46	0	0	0	0	0	0	0	0	0	0	0	0	of Burst of Speed2	levelup-skill	Quickness		0		0	boot	mele											
610	of Burst of Speed2	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	36		36		ass	6	4	79	235	258	100	30	-1	0	0	0	-1	0	0	0		15	46	0	0	0	0	0	0	0	0	0	0	0	0	of Burst of Speed2	levelup-skill	Quickness		0		0	boot	mele											
611	of Fading2	#% Chance to cast level # [Skill] when you Level-Up	100	1	1	30		30		ass	18	4	79	235	267	100	14	-1	0	0	0	-1	0	0	0		3	12	46	0	0	0	0	0	0	0	0	0	0	0	of Fading2	levelup-skill	Fade		0		0	tors	amul	mele										
612	of Frost Novas	#% Chance to cast level # [Skill] when you Die	100	1	1	36		36		sor	6	2	79	234	44	100	48	-1	0	0	0	-1	0	0	0		45	12	75	0	0	0	0	0	0	0	0	0	0	0	of Frost Novas	death-skill	Frost Nova		0		0	weap	amul	circ										
613	of Novas	#% Chance to cast level # [Skill] when you Die	100	1	1	36		36		sor	12	2	79	234	48	100	48	-1	0	0	0	-1	0	0	0		45	51	0	0	0	0	0	0	0	0	0	0	0	0	of Novas	death-skill	Nova		0		0	weap	shld											
614	of Chain Lightning	#% Chance to cast level # [Skill] when you Die	100	1	1	36		36		sor	18	2	79	234	53	100	48	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Chain Lightning	death-skill	Chain Lightning		0		0	weap												
615	of Meteors	#% Chance to cast level # [Skill] when you Die	100	1	1	42		42		sor	24	2	79	234	56	100	48	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Meteors	death-skill	Meteor		0		0	weap												
616	of Blizzards	#% Chance to cast level # [Skill] when you Die	100	1	1	42		42		sor	24	2	79	234	59	100	48	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Blizzards	death-skill	Blizzard		0		0	weap												
617	of Frozen Orbs	#% Chance to cast level # [Skill] when you Die	100	1	1	48		48		sor	30	2	79	234	64	100	48	-1	0	0	0	-1	0	0	0		45	0	0	0	0	0	0	0	0	0	0	0	0	0	of Frozen Orbs	death-skill	Frozen Orb		0		0	weap												
618	of Corpse Explosions	#% Chance to cast level # [Skill] when you Die	100	1	1	36		36		nec	6	2	79	234	74	100	36	-1	0	0	0	-1	0	0	0		45	69	0	0	0	0	0	0	0	0	0	0	0	0	of Corpse Explosions	death-skill	Corpse Explosion		0		0	weap	head											
619	of Poison Novas	#% Chance to cast level # [Skill] when you Die	100	1	1	48		48		nec	30	2	79	234	92	100	48	-1	0	0	0	-1	0	0	0		45	16	69	0	0	0	0	0	0	0	0	0	0	0	of Poison Novas	death-skill	Poison Nova		0		0	weap	glov	head										
620	of Armageddon	#% Chance to cast level # [Skill] when you Die	100	1	1	48		48		dru	30	2	79	234	249	100	48	-1	0	0	0	-1	0	0	0		46	60	0	0	0	0	0	0	0	0	0	0	0	0	of Armageddon	death-skill	Armageddon		0		0	mele	amaz											
621	of Draining	Life gained after each hit	100	1	1	20		20				8	80	335	0	1	3	-1	0	0	0	-1	0	0	0	dred	46	60	0	0	0	0	0	0	0	0	0	0	0	0	of Draining	healperhit	0		0		0	mele	amaz											
622	of Funneling	Life gained after each hit	100	1	1	20		20				6	80	335	0	4	6	-1	0	0	0	-1	0	0	0	dred	46	60	0	0	0	0	0	0	0	0	0	0	0	0	of Funneling	healperhit	0		0		0	mele	amaz											
623	of Pumping	Life gained after each hit	100	1	1	20		20				4	80	335	0	7	9	-1	0	0	0	-1	0	0	0	dred	46	60	0	0	0	0	0	0	0	0	0	0	0	0	of Pumping	healperhit	0		0		0	mele	amaz											
624	of Siphoning	Life gained after each hit	100	1	1	20		20				2	80	335	0	10	12	-1	0	0	0	-1	0	0	0	dred	46	60	0	0	0	0	0	0	0	0	0	0	0	0	of Siphoning	healperhit	0		0		0	mele	amaz											
625	of Splitting	+# Bone Spear Projectiles	100	1	1	30		30		nec	30	64	81	346	0	1	1	-1	0	0	0	-1	0	0	0		69	25	0	0	0	0	0	0	0	0	0	0	0	0	of Splitting	extra_bonespears	0		0		0	head	wand											
626	of Splitting	+# Holy Bolt Projectiles	100	1	1	30		30		pal	30	64	81	353	0	1	1	-1	0	0	0	-1	0	0	0		24	70	0	0	0	0	0	0	0	0	0	0	0	0	of Splitting	extra_holybolt	0		0		0	scep	ashd											
627	of Craftsmanship	+# to Maximum Damage	100	1	0	21	70	15				20	14	28	0	3	3	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Craftsmanship	dmg-max	0		0		0	scha												
628	of Quality	+# to Maximum Damage	100	1	0	36		45				10	14	28	0	5	5	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Quality	dmg-max	0		0		0	scha												
629	of Maiming	+# to Maximum Damage	100	1	0	60		75				3	14	28	0	10	10	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Maiming	dmg-max	0		0		0	scha												
630	of Frost	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	14	70	10				20	10	17	0	1	1	18	0	1	5	19	0	25	25		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Frost	cold-min	0	cold-max	0	cold-len	0	scha												
631	of the Icicle	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	21		25				10	10	17	0	2	5	18	0	5	10	19	0	25	25		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of the Icicle	cold-min	0	cold-max	0	cold-len	0	scha												
632	of the Glacier	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	60		40				3	10	17	0	3	10	18	0	10	20	19	0	25	25		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of the Glacier	cold-min	0	cold-max	0	cold-len	0	scha												
633	of Winter	+# to Minimum Cold Damage & +# to Maximum Cold Damage & Cold Length # of Frames (25 Frames = 1 Second)	100	1	0	81		75				1	10	17	0	5	20	18	0	20	40	19	0	25	25		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Winter	cold-min	0	cold-max	0	cold-len	0	scha												
634	of Flame	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	14	70	10				20	12	20	0	1	1	21	0	1	5	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Flame	fire-min	0	fire-max	0		0	scha												
635	of Fire	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	21		25				10	12	20	0	2	5	21	0	5	10	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Fire	fire-min	0	fire-max	0		0	scha												
636	of Burning	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	60		40				3	12	20	0	3	10	21	0	10	20	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Burning	fire-min	0	fire-max	0		0	scha												
637	of Incineration	+# to Minimum Fire Damage & +# to Maximum Fire Damage	100	1	0	81		75				1	12	20	0	5	20	21	0	20	40	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Incineration	fire-min	0	fire-max	0		0	scha												
638	of Shock	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	14	70	10				20	13	22	0	1	1	23	0	1	5	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Shock	ltng-min	0	ltng-max	0		0	scha												
639	of Lightning	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	21		25				10	13	22	0	2	5	23	0	5	10	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Lightning	ltng-min	0	ltng-max	0		0	scha												
640	of Thunder	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	60		40				3	13	22	0	3	10	23	0	10	20	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Thunder	ltng-min	0	ltng-max	0		0	scha												
641	of Storms	+# to Minimum Lightning Damage & +# to Maximum Lightning Damage	100	1	0	81		75				1	13	22	0	5	20	23	0	20	40	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Storms	ltng-min	0	ltng-max	0		0	scha												
642	of Blight	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	15	70	10				20	16	134	75	20	20	88	0	2	3	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Blight	dmg-pois	res-pois-len	0		0	scha												
643	of Venom	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	30		25				10	16	134	75	60	60	88	0	4	5	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Venom	dmg-pois	res-pois-len	0		0	scha												
644	of Pestilence	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	45		40				3	16	134	100	180	180	88	0	6	7	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Pestilence	dmg-pois	res-pois-len	0		0	scha												
645	of Anthrax	+# to Minimum Poison Damage & +# to Maximum Poison Damage	100	1	0	81		75				1	16	134	125	360	360	88	0	8	9	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Anthrax	dmg-pois	res-pois-len	0		0	scha												
646	of Life	+# to Life	100	1	0	1	70	14				20	26	13	0	5	10	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Life	hp	0		0		0	scha												
647	of Substinence	+# to Life	100	1	0	23		17				10	26	13	0	10	15	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Substinence	hp	0		0		0	scha												
648	of Vita	+# to Life	100	1	0	47		39				3	26	13	0	15	20	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Vita	hp	0		0		0	scha												
649	of Inertia	+#% Faster Run/Walk	100	1	0	35		27				5	35	76	0	3	3	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Inertia	move1	0		0		0	scha												
650	of Balance	+#% Faster Hit Recovery	100	1	0	37		29				5	18	79	0	5	5	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Balance	balance1	0		0		0	scha												
651	of Fortune	#% Better Chance of Getting Magic Items	100	1	0	20		20				5	22	59	0	3	6	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Fortune	mag%	0		0		0	scha												
652	of Good Luck	#% Better Chance of Getting Magic Items	100	1	0	60		60				1	22	59	0	6	10	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0	0	0	of Good Luck	mag%	0		0		0	scha												
653	of Defense1	+# Defense	100	1	0	7	70	10				10	31	0	0	5	10	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0			of Defense1	ac	0		0		0	scha												
654	of Defense1	+# Defense	100	1	0	25		30				5	31	0	0	10	15	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0			of Defense1	ac	0		0		0	scha												
655	of Guarding	+# Defense	100	1	0	60		60				1	31	0	0	15	25	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0			of Guarding	ac	0		0		0	scha												
656	of Energy	+# Mana	100	1	0	7	70	10				10	31	11	0	5	10	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0			of Energy	mana	0		0		0	scha												
657	of Energy	+# Mana	100	1	0	25		30				5	31	11	0	10	15	-1	0	0	0	-1	0	0	0		82	0	0	0	0	0	0	0	0	0	0	0			of Energy	mana	0		0		0	scha												
